73746,2.6318e+35
91968,2.6318e+35
1.1469e+05,2.6318e+35
1.4303e+05,2.6318e+35
1.7837e+05,2.6318e+35
2.2245e+05,2.6318e+35
2.7741e+05,2.6318e+35
3.4596e+05,2.6318e+35
4.3144e+05,2.6318e+35
5.3804e+05,2.6318e+35
6.7099e+05,2.6318e+35
8.3678e+05,2.6319e+35
1.0435e+06,2.6319e+35
1.3014e+06,2.632e+35
1.6229e+06,2.6322e+35
2.024e+06,2.6324e+35
2.524e+06,2.6327e+35
3.1477e+06,2.6332e+35
3.9255e+06,2.634e+35
4.8954e+06,2.6352e+35
6.105e+06,2.6372e+35
7.6135e+06,2.6402e+35
9.4947e+06,2.6448e+35
1.1841e+07,2.652e+35
1.4766e+07,2.6633e+35
1.8415e+07,2.6808e+35
2.2965e+07,2.7079e+35
2.864e+07,2.7501e+35
3.5716e+07,2.8157e+35
4.4541e+07,2.9174e+35
5.5547e+07,3.0749e+35
6.9272e+07,3.3184e+35
8.6388e+07,3.6936e+35
1.0773e+08,4.2688e+35
1.3435e+08,5.144e+35
1.6755e+08,6.46e+35
2.0895e+08,8.4053e+35
2.6058e+08,1.121e+36
3.2497e+08,1.5111e+36
4.0526e+08,2.0281e+36
5.054e+08,2.6718e+36
6.3028e+08,3.4185e+36
7.8601e+08,4.2401e+36
9.8023e+08,5.1555e+36
1.2224e+09,6.2482e+36
1.5245e+09,7.6198e+36
1.9012e+09,9.3613e+36
2.3709e+09,1.1562e+37
2.9567e+09,1.4321e+37
3.6873e+09,1.7764e+37
