73746,3.6907e+36
91968,3.6907e+36
1.1469e+05,3.6907e+36
1.4303e+05,3.6907e+36
1.7837e+05,3.6907e+36
2.2245e+05,3.6907e+36
2.7741e+05,3.6907e+36
3.4596e+05,3.6907e+36
4.3144e+05,3.6907e+36
5.3804e+05,3.6907e+36
6.7099e+05,3.6907e+36
8.3678e+05,3.6907e+36
1.0435e+06,3.6907e+36
1.3014e+06,3.6907e+36
1.6229e+06,3.6907e+36
2.024e+06,3.6907e+36
2.524e+06,3.6907e+36
3.1477e+06,3.6907e+36
3.9255e+06,3.6907e+36
4.8954e+06,3.6907e+36
6.105e+06,3.6907e+36
7.6135e+06,3.6907e+36
9.4947e+06,3.6908e+36
1.1841e+07,3.6908e+36
1.4766e+07,3.6909e+36
1.8415e+07,3.6911e+36
2.2965e+07,3.6913e+36
2.864e+07,3.6917e+36
3.5716e+07,3.6922e+36
4.4541e+07,3.6931e+36
5.5547e+07,3.6945e+36
6.9272e+07,3.6966e+36
8.6388e+07,3.6998e+36
1.0773e+08,3.7049e+36
1.3435e+08,3.7126e+36
1.6755e+08,3.7246e+36
2.0895e+08,3.743e+36
2.6058e+08,3.7714e+36
3.2497e+08,3.816e+36
4.0526e+08,3.8895e+36
5.054e+08,4.0204e+36
6.3028e+08,4.272e+36
7.8601e+08,4.7492e+36
9.8023e+08,5.4906e+36
1.2224e+09,6.3958e+36
1.5245e+09,7.6662e+36
1.9012e+09,9.3756e+36
2.3709e+09,1.1565e+37
2.9567e+09,1.4322e+37
3.6873e+09,1.7763e+37
