73746,1.4701e+36
91968,1.4701e+36
1.1469e+05,1.4701e+36
1.4303e+05,1.4701e+36
1.7837e+05,1.4701e+36
2.2245e+05,1.4701e+36
2.7741e+05,1.4701e+36
3.4596e+05,1.4701e+36
4.3144e+05,1.4701e+36
5.3804e+05,1.4701e+36
6.7099e+05,1.4701e+36
8.3678e+05,1.4701e+36
1.0435e+06,1.4701e+36
1.3014e+06,1.4701e+36
1.6229e+06,1.4701e+36
2.024e+06,1.4701e+36
2.524e+06,1.4702e+36
3.1477e+06,1.4702e+36
3.9255e+06,1.4703e+36
4.8954e+06,1.4704e+36
6.105e+06,1.4706e+36
7.6135e+06,1.4708e+36
9.4947e+06,1.4713e+36
1.1841e+07,1.4719e+36
1.4766e+07,1.4729e+36
1.8415e+07,1.4745e+36
2.2965e+07,1.4769e+36
2.864e+07,1.4807e+36
3.5716e+07,1.4866e+36
4.4541e+07,1.4957e+36
5.5547e+07,1.5098e+36
6.9272e+07,1.5314e+36
8.6388e+07,1.5646e+36
1.0773e+08,1.6149e+36
1.3435e+08,1.6902e+36
1.6755e+08,1.8009e+36
2.0895e+08,1.9587e+36
2.6058e+08,2.1745e+36
3.2497e+08,2.4537e+36
4.0526e+08,2.7929e+36
5.054e+08,3.1892e+36
6.3028e+08,3.6638e+36
7.8601e+08,4.2736e+36
9.8023e+08,5.0854e+36
1.2224e+09,6.1563e+36
1.5245e+09,7.5408e+36
1.9012e+09,9.3028e+36
2.3709e+09,1.1521e+37
2.9567e+09,1.4294e+37
3.6873e+09,1.7746e+37
