73746,3.0178e+36
91968,3.0178e+36
1.1469e+05,3.0178e+36
1.4303e+05,3.0178e+36
1.7837e+05,3.0178e+36
2.2245e+05,3.0178e+36
2.7741e+05,3.0178e+36
3.4596e+05,3.0178e+36
4.3144e+05,3.0178e+36
5.3804e+05,3.0178e+36
6.7099e+05,3.0178e+36
8.3678e+05,3.0178e+36
1.0435e+06,3.0178e+36
1.3014e+06,3.0178e+36
1.6229e+06,3.0178e+36
2.024e+06,3.0178e+36
2.524e+06,3.0178e+36
3.1477e+06,3.0178e+36
3.9255e+06,3.0178e+36
4.8954e+06,3.0178e+36
6.105e+06,3.0178e+36
7.6135e+06,3.0178e+36
9.4947e+06,3.0178e+36
1.1841e+07,3.0178e+36
1.4766e+07,3.0179e+36
1.8415e+07,3.0179e+36
2.2965e+07,3.018e+36
2.864e+07,3.0182e+36
3.5716e+07,3.0184e+36
4.4541e+07,3.0188e+36
5.5547e+07,3.0194e+36
6.9272e+07,3.0203e+36
8.6388e+07,3.0219e+36
1.0773e+08,3.0247e+36
1.3435e+08,3.0295e+36
1.6755e+08,3.0385e+36
2.0895e+08,3.0557e+36
2.6058e+08,3.0899e+36
3.2497e+08,3.1587e+36
4.0526e+08,3.296e+36
5.054e+08,3.554e+36
6.3028e+08,3.9772e+36
7.8601e+08,4.5337e+36
9.8023e+08,5.2296e+36
1.2224e+09,6.2237e+36
1.5245e+09,7.5755e+36
1.9012e+09,9.3223e+36
2.3709e+09,1.1533e+37
2.9567e+09,1.4301e+37
3.6873e+09,1.775e+37
