73746,1.5143e+36
91968,1.5143e+36
1.1469e+05,1.5143e+36
1.4303e+05,1.5143e+36
1.7837e+05,1.5143e+36
2.2245e+05,1.5143e+36
2.7741e+05,1.5143e+36
3.4596e+05,1.5143e+36
4.3144e+05,1.5143e+36
5.3804e+05,1.5143e+36
6.7099e+05,1.5143e+36
8.3678e+05,1.5143e+36
1.0435e+06,1.5143e+36
1.3014e+06,1.5143e+36
1.6229e+06,1.5143e+36
2.024e+06,1.5143e+36
2.524e+06,1.5144e+36
3.1477e+06,1.5144e+36
3.9255e+06,1.5145e+36
4.8954e+06,1.5146e+36
6.105e+06,1.5147e+36
7.6135e+06,1.515e+36
9.4947e+06,1.5154e+36
1.1841e+07,1.516e+36
1.4766e+07,1.517e+36
1.8415e+07,1.5185e+36
2.2965e+07,1.5209e+36
2.864e+07,1.5245e+36
3.5716e+07,1.5302e+36
4.4541e+07,1.5389e+36
5.5547e+07,1.5524e+36
6.9272e+07,1.5733e+36
8.6388e+07,1.6052e+36
1.0773e+08,1.6536e+36
1.3435e+08,1.7263e+36
1.6755e+08,1.8333e+36
2.0895e+08,1.9862e+36
2.6058e+08,2.1962e+36
3.2497e+08,2.4691e+36
4.0526e+08,2.803e+36
5.054e+08,3.1955e+36
6.3028e+08,3.6674e+36
7.8601e+08,4.2754e+36
9.8023e+08,5.0863e+36
1.2224e+09,6.1567e+36
1.5245e+09,7.5411e+36
1.9012e+09,9.3029e+36
2.3709e+09,1.1521e+37
2.9567e+09,1.4294e+37
3.6873e+09,1.7746e+37
